,id,resolution,release_year,interaction_type,-log(kd/ki),binding_type,binding_affinity
14853,5try,3.0,2017,protein-ligand,,ic50,17.95067711470663
14854,5ts0,2.85,2017,protein-ligand,,ic50,17.95067711470663
14855,5tx5,2.56,2017,protein-ligand,,ic50,17.95067711470663
14856,5tys,2.01,2017,protein-ligand,,ic50,24.68658213676211
14857,5ngb,2.9,2017,protein-ligand,,ic50,17.778826857779972
14858,5q0v,1.87,2017,protein-ligand,,ic50,17.70284095080205
14859,5q14,1.85,2017,protein-ligand,,ic50,17.678743399222988
14860,5lgu,3.2,2017,protein-ligand,,ic50,17.632223383588094
14861,5nhp,1.99,2017,protein-ligand,,ic50,17.58777162101726
14862,5tho,3.0,2017,protein-ligand,,ic50,17.58777162101726
14863,5q0o,1.9,2017,protein-ligand,,ic50,17.528682704647256
14864,5uoy,1.82,2017,protein-ligand,,ic50,17.42742897094208
14865,5v88,1.6,2017,protein-ligand,,ic50,17.391061326771208
14866,5ox6,1.99,2017,protein-ligand,,ic50,17.355970006959936
14867,5v1b,2.49,2017,protein-ligand,,ic50,17.196905312330248
14868,5ngu,2.74,2017,protein-ligand,,ic50,17.1397468984903
14869,5ohj,1.6,2017,protein-ligand,,ic50,23.998712013303006
14870,5lmk,2.4,2017,protein-ligand,,ic50,17.11234792430219
14871,5lyx,1.9,2017,protein-ligand,,ic50,17.085679677220025
14872,5q0p,1.8,2017,protein-ligand,,ic50,17.059704190816763
14873,5mmp,2.05,2017,protein-ligand,,ic50,17.322068455284256
14874,5ukm,3.03,2017,protein-ligand,,ic50,17.322068455284256
14875,5pzn,2.25,2017,protein-ligand,,ic50,17.0096937702421
14876,5trr,3.1,2017,protein-ligand,,ic50,17.0096937702421
14877,5nev,2.97,2017,protein-ligand,,ic50,16.93907620302815
14878,5q0x,2.26,2017,protein-ligand,,ic50,16.916603347176093
14879,5q1b,2.3,2017,protein-ligand,,ic50,16.837586806857868
14880,5q19,1.98,2017,protein-ligand,,ic50,16.85206482603852
14881,5tzx,1.9,2017,protein-ligand,,ic50,16.772022118364983
14882,5n4s,1.2,2017,protein-ligand,,ic50,16.715932651713942
14883,5ggz,2.02,2017,protein-ligand,,ic50,16.69791414621126
14884,5j7g,1.85,2017,protein-ligand,,ic50,16.662822826399992
14885,5j7f,2.0,2017,protein-ligand,,ic50,16.662822826399992
14886,5q0w,1.9,2017,protein-ligand,,ic50,16.662822826399992
14887,5uwf,1.87,2017,protein-ligand,,ic50,16.64572839304069
14888,5naw,1.25,2017,protein-ligand,,ic50,16.811242831518264
14889,5nba,1.87,2017,protein-ligand,,ic50,16.811242831518264
14890,5q0s,2.5,2017,protein-ligand,,ic50,16.596131451901318
14891,5wg5,3.1,2017,protein-ligand,,ic50,16.533611094919987
14892,5q18,1.9,2017,protein-ligand,,ic50,16.511138239067925
14893,5t1u,1.78,2017,protein-ligand,,ic50,16.48915933234915
14894,5q1f,2.3,2017,protein-ligand,,ic50,16.439679275085783
14895,5t1w,2.96,2017,protein-ligand,,ic50,16.379460415092726
14896,5v86,1.37,2017,protein-ligand,,ic50,16.353817984479388
14897,5y3n,2.4,2017,protein-ligand,,ic50,16.353817984479388
14898,6bfx,1.99,2017,protein-ligand,,ic50,16.353817984479388
14899,5lgr,2.0,2017,protein-ligand,,ic50,16.320211835080453
14900,5lgs,2.1,2017,protein-ligand,,ic50,16.250484839004066
14901,5lgq,2.11,2017,protein-ligand,,ic50,16.222345672332118
14902,5q13,1.9,2017,protein-ligand,,ic50,16.212406330429562
14903,5lgp,2.04,2017,protein-ligand,,ic50,16.20147725989737
14904,5m5q,2.2,2017,protein-ligand,,ic50,16.223456166616145
14905,6b3e,3.06,2017,protein-ligand,,ic50,16.088536848716775
14906,5wg4,2.31,2017,protein-ligand,,ic50,16.11809565095832
14907,5ofx,1.75,2017,protein-ligand,,ic50,9.115030192171858
14908,5gso,2.6,2017,protein-ligand,,ic50,16.022785471153995
14909,5l13,2.4,2017,protein-ligand,,ic50,16.022785471153995
14910,5q1e,1.85,2017,protein-ligand,,ic50,15.935774094164366
14911,5y3o,2.7,2017,protein-ligand,,ic50,15.796012151789206
14912,5l2m,1.7,2017,protein-ligand,,ic50,15.85573138649083
14913,5x9p,1.86,2017,protein-ligand,,ic50,15.85573138649083
14914,5tz3,1.72,2017,protein-ligand,,ic50,15.781623414337107
14915,5q0u,1.9,2017,protein-ligand,,ic50,15.558479863022898
14916,5ngs,1.85,2017,protein-ligand,,ic50,15.58746739989615
14917,5v3y,1.98,2017,protein-ligand,,ic50,15.476241764785925
14918,5g0q,1.65,2017,protein-ligand,,ic50,23.025850929940457
14919,5wo4,1.84,2017,protein-ligand,,ic50,23.025850929940457
14920,5m0s,2.1,2017,protein-ligand,,ic50,15.414998139545206
14921,5v84,2.7,2017,protein-ligand,,ic50,15.424948470398375
14922,5o11,2.4,2017,protein-ligand,,ic50,15.347987429262247
14923,5t90,2.8,2017,protein-ligand,,ic50,15.376158306228943
14924,5mz3,2.15,2017,protein-ligand,,ic50,15.32963829059405
14925,6bfw,1.84,2017,protein-ligand,,ic50,15.32963829059405
14926,5q0j,2.0,2017,protein-ligand,,ic50,15.246802285014901
14927,5t37,1.76,2017,protein-ligand,,ic50,15.238468903455756
14928,5l6h,2.3,2017,protein-ligand,,ic50,15.24262691360442
14929,5ugd,1.38,2017,protein-ligand,,ic50,15.24262691360442
14930,5v42,1.99,2017,protein-ligand,,ic50,15.24262691360442
14931,5yjp,1.8,2017,protein-ligand,,ic50,15.24262691360442
14932,5lqf,2.06,2017,protein-ligand,,ic50,15.201804919084164
14933,5tyr,1.8,2017,protein-ligand,,ic50,22.07033948491302
14934,5v3x,1.94,2017,protein-ligand,,ic50,15.162584205930884
14935,5jz9,2.68,2017,protein-ligand,,ic50,8.2170885989659
14936,5l15,2.4,2017,protein-ligand,,ic50,22.032599156930175
14937,5b5p,1.6,2017,protein-ligand,,ic50,22.33270374938051
14938,5uiu,2.02,2017,protein-ligand,,ic50,22.33270374938051
14939,5kcx,2.2,2017,protein-ligand,,ic50,15.424948470398375
14940,5l6j,2.68,2017,protein-ligand,,ic50,15.424948470398375
14941,5wys,3.0,2017,protein-ligand,,ic50,15.424948470398375
14942,5lgt,3.0,2017,protein-ligand,,ic50,14.98669353946722
14943,5h19,1.9,2017,protein-ligand,,ic50,14.954944841152638
14944,5nsp,2.3,2017,protein-ligand,,ic50,14.894320219336205
14945,6eqs,1.32,2017,protein-ligand,,ic50,14.809762831308142
14946,6eo0,2.4,2017,protein-ligand,,ic50,14.809762831308142
14947,6ax1,2.26,2017,protein-ligand,,ic50,21.69084986320812
14948,5mm9,1.55,2017,protein-ligand,,ic50,14.78309458422598
14949,5ugg,1.2,2017,protein-ligand,,ic50,14.78309458422598
14950,5lp1,1.91,2017,protein-ligand,,ic50,21.64456911064411
14951,5wbz,2.4,2017,protein-ligand,,ic50,14.757119097822718
14952,5wre,1.95,2017,protein-ligand,,ic50,14.757119097822718
14953,5jzb,2.1,2017,protein-ligand,,ic50,7.799353398265921
14954,5vqz,2.23,2017,protein-ligand,,ic50,14.707108677248058
14955,5xqx,2.3,2017,protein-ligand,,ic50,14.707108677248058
14956,5uqv,2.84,2017,protein-ligand,,ic50,14.659480628258803
14957,5tuq,2.71,2017,protein-ligand,,ic50,14.614018254182046
14958,5up0,2.04,2017,protein-ligand,,ic50,14.59203934746327
14959,5vqx,2.4,2017,protein-ligand,,ic50,14.549479733044475
14960,5ncy,1.9,2017,protein-ligand,,ic50,21.639556568820566
14961,5tex,2.15,2017,protein-ligand,,ic50,14.73180128983843
14962,5vqv,2.58,2017,protein-ligand,,ic50,14.73180128983843
14963,5n3w,2.3,2017,protein-ligand,,ic50,14.508657738524219
14964,5nar,1.55,2017,protein-ligand,,ic50,14.508657738524219
14965,5nb6,1.75,2017,protein-ligand,,ic50,14.508657738524219
14966,6ayd,3.0,2017,protein-ligand,,ic50,14.508657738524219
14967,5vp1,1.86,2017,protein-ligand,,ic50,21.396610390210178
14968,5vqy,2.35,2017,protein-ligand,,ic50,14.48885511122804
14969,5odu,1.56,2017,protein-ligand,,ic50,7.561681746388801
14970,5jzs,2.27,2017,protein-ligand,,ic50,7.523941418405954
14971,5q1i,1.95,2017,protein-ligand,,ic50,14.377629476117816
14972,5mat,2.07,2017,protein-ligand,,ic50,14.360237733405945
14973,6aud,2.02,2017,protein-ligand,,ic50,14.333025169881061
14974,5l17,2.4,2017,protein-ligand,,ic50,21.416413017506358
14975,5u7d,1.75,2017,protein-ligand,,ic50,21.416413017506358
14976,5vp0,2.2,2017,protein-ligand,,ic50,21.21756215876119
14977,5ukk,2.6,2017,protein-ligand,,ic50,14.309806879779055
14978,5uqx,2.23,2017,protein-ligand,,ic50,14.309806879779055
14979,5gub,1.78,2017,protein-ligand,,ic50,14.26964083805372
14980,5t2m,2.8,2017,protein-ligand,,ic50,21.18530129654297
14981,5ukl,2.15,2017,protein-ligand,,ic50,14.277546017560832
14982,5n1v,2.52,2017,protein-ligand,,ic50,14.261797660592693
14983,5tzh,1.6,2017,protein-ligand,,ic50,14.202644709387714
14984,5usf,2.75,2017,protein-ligand,,ic50,21.094329518337243
14985,5ntw,1.64,2017,protein-ligand,,ic50,21.234091460712403
14986,5nqe,2.71,2017,protein-ligand,,ic50,14.172185501903007
14987,5v41,2.05,2017,protein-ligand,,ic50,14.15800086691105
14988,5t8e,2.71,2017,protein-ligand,,ic50,21.051769903918448
14989,5l2o,2.05,2017,protein-ligand,,ic50,14.089947403666034
14990,5q1d,1.89,2017,protein-ligand,,ic50,14.089947403666034
14991,5q0q,2.6,2017,protein-ligand,,ic50,14.057582119164003
14992,5t2d,2.9,2017,protein-ligand,,ic50,20.95393765468141
14993,5urk,2.95,2017,protein-ligand,,ic50,14.051232891485345
14994,5vom,1.67,2017,protein-ligand,,ic50,14.051232891485345
14995,5ntp,1.7,2017,protein-ligand,,ic50,21.079940780885142
14996,5lub,2.1,2017,protein-ligand,,ic50,14.172185501903007
14997,5lyw,1.69,2017,protein-ligand,,ic50,14.172185501903007
14998,5m0d,2.4,2017,protein-ligand,,ic50,14.02130547094387
14999,5wuu,1.72,2017,protein-ligand,,ic50,14.026231589279927
15000,5yjk,2.4,2017,protein-ligand,,ic50,14.013961496688113
15001,6enx,1.95,2017,protein-ligand,,ic50,14.001840136155767
15002,5vlp,2.9,2017,protein-ligand,,ic50,13.989863945109052
15003,5jv1,2.3,2017,protein-ligand,,ic50,13.966333447698858
15004,5h17,2.3,2017,protein-ligand,,ic50,13.932044374220226
15005,5gmp,2.8,2017,protein-ligand,,ic50,20.94640938826062
15006,5ncz,1.94,2017,protein-ligand,,ic50,20.94640938826062
15007,5vfc,1.64,2017,protein-ligand,,ic50,20.82862635260424
15008,5kgn,1.95,2017,protein-ligand,,ic50,20.792615915081203
15009,5tzw,1.59,2017,protein-ligand,,ic50,13.82859579751293
15010,5y1y,1.91,2017,protein-ligand,,ic50,13.835713265281793
15011,5vo6,2.65,2017,protein-ligand,,ic50,20.82862635260424
15012,5tur,2.95,2017,protein-ligand,,ic50,13.9208710736221
15013,5ur1,2.2,2017,protein-ligand,,ic50,20.664996928822436
15014,5n4t,1.16,2017,protein-ligand,,ic50,13.757241649840298
15015,5gsw,3.19,2017,protein-ligand,,ic50,13.675748615589116
15016,5jv0,2.4,2017,protein-ligand,,ic50,13.72020037815995
15017,5pzm,2.54,2017,protein-ligand,,ic50,13.72020037815995
15018,5vqr,2.55,2017,protein-ligand,,ic50,13.633189001170319
15019,5v8v,2.6,2017,protein-ligand,,ic50,20.46090157247892
15020,5vrp,3.22,2017,protein-ligand,,ic50,20.46090157247892
15021,5wfj,2.48,2017,protein-ligand,,ic50,20.46090157247892
15022,5ngt,1.54,2017,protein-ligand,,ic50,13.553146293496782
15023,5oxg,2.13,2017,protein-ligand,,ic50,13.553146293496782
15024,5u5h,1.8,2017,protein-ligand,,ic50,13.553146293496782
15025,5u62,1.9,2017,protein-ligand,,ic50,13.553146293496782
15026,6bfe,1.51,2017,protein-ligand,,ic50,13.479038321343062
15027,5q0z,2.26,2017,protein-ligand,,ic50,13.464853686351105
15028,5wbq,2.4,2017,protein-ligand,,ic50,13.43024815717363
15029,5ku9,2.2,2017,protein-ligand,,ic50,13.416734438006907
15030,5j9k,2.55,2017,protein-ligand,,ic50,13.479038321343062
15031,5kv9,2.0,2017,protein-ligand,,ic50,13.479038321343062
15032,5v40,1.99,2017,protein-ligand,,ic50,13.364434938604058
15033,5h15,2.27,2017,protein-ligand,,ic50,13.364434938604058
15034,5ta6,2.5,2017,protein-ligand,,ic50,20.317800728838247
15035,5tob,2.12,2017,protein-ligand,,ic50,20.317800728838247
15036,5u3b,2.0,2017,protein-ligand,,ic50,20.317800728838247
15037,5tg1,1.4,2017,protein-ligand,,ic50,13.41004544985611
15038,5w5j,2.85,2017,protein-ligand,,ic50,13.41004544985611
15039,5vpm,2.9,2017,protein-ligand,,ic50,20.253262207700676
15040,5gx6,1.81,2017,protein-ligand,,ic50,13.345506928718539
15041,5t23,2.78,2017,protein-ligand,,ic50,13.345506928718539
15042,5y5n,2.3,2017,protein-ligand,,ic50,13.261625444737836
15043,5td7,2.85,2017,protein-ligand,,ic50,13.284882306902103
15044,5xaf,2.55,2017,protein-ligand,,ic50,13.284882306902103
15045,5q0y,2.2,2017,protein-ligand,,ic50,13.18957212709778
15046,5ni0,1.67,2017,protein-ligand,,ic50,13.227723893062155
15047,5vqt,2.56,2017,protein-ligand,,ic50,13.227723893062155
15048,5t2p,1.69,2017,protein-ligand,,ic50,13.17365667179188
15049,5y9l,2.15,2017,protein-ligand,,ic50,13.17365667179188
15050,5le1,1.4,2017,protein-ligand,,ic50,11.454656556846253
15051,5usq,2.55,2017,protein-ligand,,ic50,16.11809565095832
15052,5vgi,2.07,2017,protein-ligand,,ic50,16.07887493780504
15053,5ul5,2.2,2017,protein-ligand,,ic50,16.059826742834343
15054,5ml5,1.9,2017,protein-ligand,,ic50,18.420680743952367
15055,5w85,2.25,2017,protein-ligand,,ic50,18.420680743952367
15056,5h13,1.9,2017,protein-ligand,,ic50,11.366231085819425
15057,5h0g,1.8,2017,protein-ligand,,ic50,16.013735635634077
15058,5izc,1.92,2017,protein-ligand,,ic50,9.09701168666918
15059,5h0b,1.65,2017,protein-ligand,,ic50,18.32537056414804
15060,5wqa,2.3,2017,protein-ligand,,ic50,18.32537056414804
15061,5ti7,1.65,2017,protein-ligand,,ic50,11.417615285165903
15062,5up3,2.95,2017,protein-ligand,,ic50,18.190362988890154
15063,5tq6,2.06,2017,protein-ligand,,ic50,15.906215291922821
15064,5lzj,1.2,2017,protein-ligand,,ic50,8.987196820661973
15065,5ly2,2.43,2017,protein-ligand,,ic50,18.238359187158412
15066,5gmi,2.71,2017,protein-ligand,,ic50,11.330603908176274
15067,5mxv,1.63,2017,protein-ligand,,ic50,11.330603908176274
15068,5x79,1.9,2017,protein-ligand,,ic50,11.330603908176274
15069,5myd,2.3,2017,protein-ligand,,ic50,11.183621717827629
15070,5kj0,1.51,2017,protein-ligand,,ic50,15.85573138649083
15071,5h09,1.95,2017,protein-ligand,,ic50,13.535608672831456
15072,5ne3,1.35,2017,protein-ligand,,ic50,18.058819273326332
15073,5kv8,1.95,2017,protein-ligand,,ic50,11.141361908537746
15074,6eks,1.87,2017,protein-ligand,,ic50,8.845697258388274
15075,5uis,2.5,2017,protein-ligand,,ic50,15.739659215238074
15076,5tpg,1.5,2017,protein-ligand,,ic50,18.08420850733115
15077,5wej,1.95,2017,protein-ligand,,ic50,11.087657729565885
15078,5iaw,2.58,2017,protein-ligand,,ic50,11.078549013367644
15079,5m6h,2.5,2017,protein-ligand,,ic50,15.712630542850155
15080,5wbr,2.58,2017,protein-ligand,,ic50,10.994727086874825
15081,5t92,2.22,2017,protein-ligand,,ic50,17.95067711470663
15082,5lcf,1.86,2017,protein-ligand,,ic50,10.936312100666235
15083,5t97,3.0,2017,protein-ligand,,ic50,17.890052492890195
15084,5mw6,1.65,2017,protein-ligand,,ic50,10.889771656230819
15085,5ulg,2.1,2017,protein-ligand,,ic50,15.481518821886768
15086,5uuu,2.7,2017,protein-ligand,,ic50,17.832894079050245
15087,5gty,3.14,2017,protein-ligand,,ic50,17.778300680446073
15088,5lx6,1.25,2017,protein-ligand,,ic50,13.17365667179188
15089,5b5o,1.2,2017,protein-ligand,,ic50,13.17365667179188
15090,5mwd,1.85,2017,protein-ligand,,ic50,13.164227581503027
15091,5u2f,2.53,2017,protein-ligand,,ic50,15.460575648041525
15092,5nu1,1.85,2017,protein-ligand,,ic50,20.72326583694641
15093,5tl9,1.2,2017,protein-ligand,,ic50,20.72326583694641
15094,5t8j,2.7,2017,protein-ligand,,ic50,20.72326583694641
15095,5inh,1.84,2017,protein-ligand,,ic50,13.815510557964274
15096,5t2i,2.3,2017,protein-ligand,,ic50,20.030118656386467
15097,5tw3,2.85,2017,protein-ligand,,ic50,20.030118656386467
15098,5vqs,2.5,2017,protein-ligand,,ic50,13.122363377404328
15099,5vqw,2.5,2017,protein-ligand,,ic50,13.122363377404328
15100,5td2,2.68,2017,protein-ligand,,ic50,19.93480847658214
15101,5tq3,2.69,2017,protein-ligand,,ic50,19.93480847658214
15102,5ov9,2.4,2017,protein-ligand,,ic50,13.027053197600004
15103,5t2y,1.94,2017,protein-ligand,,ic50,13.027053197600004
15104,5nhy,1.72,2017,protein-ligand,,ic50,19.890356714011308
15105,5ubt,2.83,2017,protein-ligand,,ic50,19.847797099592512
15106,5toe,2.3,2017,protein-ligand,,ic50,12.89921982609012
15107,5lhg,3.34,2017,protein-ligand,,ic50,12.89921982609012
15108,5ox5,2.25,2017,protein-ligand,,ic50,12.859999112936837
15109,5gx7,1.99,2017,protein-ligand,,ic50,12.800279878235216
15110,5l2n,1.7,2017,protein-ligand,,ic50,12.785891140783116
15111,5lgn,3.2,2017,protein-ligand,,ic50,12.750799820971846
15112,5lch,1.94,2017,protein-ligand,,ic50,10.804889671916532
15113,5xmv,2.16,2017,protein-ligand,,ic50,17.683516677975646
15114,5sxk,3.55,2017,protein-ligand,,ic50,10.819778284410283
15115,5tq7,2.1,2017,protein-ligand,,ic50,17.669264655268446
15116,5h0e,2.1,2017,protein-ligand,,ic50,15.376158306228943
15117,5u6v,1.78,2017,protein-ligand,,ic50,17.678743399222988
15118,5op6,2.45,2017,protein-ligand,,ic50,10.770988120240851
15119,5ti6,1.7,2017,protein-ligand,,ic50,10.770988120240851
15120,5m6f,2.39,2017,protein-ligand,,ic50,15.32963829059405
15121,5mja,2.14,2017,protein-ligand,,ic50,15.32963829059405
15122,5n9t,1.73,2017,protein-ligand,,ic50,15.32963829059405
15123,5lhu,2.02,2017,protein-ligand,,ic50,10.724468104605958
15124,5myr,1.83,2017,protein-ligand,,ic50,10.724468104605958
15125,5tq8,1.59,2017,protein-ligand,,ic50,17.583433219418662
15126,5vex,3.0,2017,protein-ligand,,ic50,10.661066593255462
15127,5u2c,3.3,2017,protein-ligand,,ic50,15.263680322802252
15128,5xmr,2.55,2017,protein-ligand,,ic50,17.52459271939573
15129,5mw3,2.09,2017,protein-ligand,,ic50,15.24262691360442
15130,5xkm,2.16,2017,protein-ligand,,ic50,17.545212006598465
15131,5m39,1.38,2017,protein-ligand,,ic50,10.637456727616328
15132,5ngr,2.2,2017,protein-ligand,,ic50,10.637456727616328
15133,5ti2,1.65,2017,protein-ligand,,ic50,10.637456727616328
15134,5tc0,2.24,2017,protein-ligand,,ic50,17.50439001207821
15135,5xmt,2.55,2017,protein-ligand,,ic50,17.45750642617936
15136,5q1g,2.0,2017,protein-ligand,,ic50,8.24335652578651
15137,5ual,3.89,2017,protein-ligand,,ic50,8.24335652578651
15138,5ti4,1.62,2017,protein-ligand,,ic50,10.557414019942792
15139,5u2e,1.99,2017,protein-ligand,,ic50,15.099248330759073
15140,5q0r,1.91,2017,protein-ligand,,ic50,10.519673691959945
15141,5ttv,1.93,2017,protein-ligand,,ic50,17.355970006959936
15142,5opc,2.3,2017,protein-ligand,,ic50,10.4482147279778
15143,5q0t,2.14,2017,protein-ligand,,ic50,10.4482147279778
15144,5w86,2.61,2017,protein-ligand,,ic50,20.030118656386467
15145,5x8i,1.9,2017,protein-ligand,,ic50,20.030118656386467
15146,5k1v,2.9,2017,protein-ligand,,ic50,13.122363377404328
15147,5m3a,1.65,2017,protein-ligand,,ic50,13.122363377404328
15148,5mjb,2.23,2017,protein-ligand,,ic50,19.624653548278303
15149,5xzr,2.8,2017,protein-ligand,,ic50,12.630720573055113
15150,5t28,2.8,2017,protein-ligand,,ic50,19.56011502714073
15151,5tg2,1.75,2017,protein-ligand,,ic50,12.652359748158593
15152,5jh6,2.37,2017,protein-ligand,,ic50,19.529343368473977
15153,5v8q,1.44,2017,protein-ligand,,ic50,19.442331991484348
15154,5t66,1.95,2017,protein-ligand,,ic50,19.41493301729623
15155,5ksx,2.65,2017,protein-ligand,,ic50,12.507177738314095
15156,5mym,2.28,2017,protein-ligand,,ic50,12.454534004828673
15157,5u5t,1.6,2017,protein-ligand,,ic50,12.454534004828673
15158,5xmu,2.39,2017,protein-ligand,,ic50,17.29250965304271
15159,5orx,1.88,2017,protein-ligand,,ic50,8.0854107749907
15160,5twx,2.55,2017,protein-ligand,,ic50,17.322068455284256
15161,5myn,1.56,2017,protein-ligand,,ic50,10.41431317630212
15162,5mxx,1.75,2017,protein-ligand,,ic50,17.289278632461265
15163,5myv,2.9,2017,protein-ligand,,ic50,17.289278632461265
15164,5k6a,1.7,2017,protein-ligand,,ic50,10.381523353479128
15165,5lca,1.93,2017,protein-ligand,,ic50,10.325082042574175
15166,5ntq,2.26,2017,protein-ligand,,ic50,17.202805034457437
15167,5l01,1.9,2017,protein-ligand,,ic50,17.22675827547993
15168,5swg,3.11,2017,protein-ligand,,ic50,10.319002996497794
15169,5j9l,2.75,2017,protein-ligand,,ic50,17.196905312330248
15170,5uwm,1.62,2017,protein-ligand,,ic50,14.84833510609438
15171,5m7m,2.7,2017,protein-ligand,,ic50,14.845530055166773
15172,5mrd,1.41,2017,protein-ligand,,ic50,10.22094178332158
15173,5w84,2.9,2017,protein-ligand,,ic50,14.837161805496255
15174,5u7j,1.9,2017,protein-ligand,,ic50,14.758145265178031
15175,5npd,1.95,2017,protein-ligand,,ic50,17.085679677220025
15176,6alz,2.21,2017,protein-ligand,,ic50,17.085679677220025
15177,6ez6,2.04,2017,protein-ligand,,ic50,17.039147699934187
15178,5uah,4.1,2017,protein-ligand,,ic50,7.829058552679837
15179,5vlr,2.8,2017,protein-ligand,,ic50,19.624653548278303
15180,5juz,2.4,2017,protein-ligand,,ic50,12.716898269296165
15181,5v5e,2.3,2017,protein-ligand,,ic50,12.716898269296165
15182,5tq4,2.3,2017,protein-ligand,,ic50,19.288181311657087
15183,5q0l,2.5,2017,protein-ligand,,ic50,12.343038500603331
15184,5m6u,2.85,2017,protein-ligand,,ic50,19.264650814246895
15185,5k0x,2.23,2017,protein-ligand,,ic50,19.241661296022194
15186,5llm,3.25,2017,protein-ligand,,ic50,12.311433161188
15187,5q12,2.0,2017,protein-ligand,,ic50,12.280796191726111
15188,5uit,1.84,2017,protein-ligand,,ic50,19.19720953345136
15189,5nhz,1.85,2017,protein-ligand,,ic50,12.267948049248261
15190,5dyw,2.5,2017,protein-ligand,,ic50,19.13403063182983
15191,5tnt,1.4,2017,protein-ligand,,ic50,19.13403063182983
15192,5v24,2.5,2017,protein-ligand,,ic50,14.73180128983843
15193,5mri,2.0,2017,protein-ligand,,ic50,10.126631103850338
15194,5mar,1.89,2017,protein-ligand,,ic50,10.097072301608794
15195,5mxk,1.93,2017,protein-ligand,,ic50,7.799353398265921
15196,5ti5,1.83,2017,protein-ligand,,ic50,10.101938491259967
15197,5u7l,2.38,2017,protein-ligand,,ic50,14.675893657900133
15198,5gvl,2.5,2017,protein-ligand,,ic50,16.985596218663044
15199,5xmp,2.4,2017,protein-ligand,,ic50,16.96206572125285
15200,5t36,1.4,2017,protein-ligand,,ic50,16.96206572125285
15201,5ue4,1.8,2017,protein-ligand,,ic50,14.636491110034104
15202,5m6m,2.37,2017,protein-ligand,,ic50,16.93907620302815
15203,5ti3,1.7,2017,protein-ligand,,ic50,10.031320924046012
15204,5ujo,1.35,2017,protein-ligand,,ic50,10.031320924046012
